,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
353,69,56,43,49,45,42,100,70,39,30.31,10,8,2,8,1,11,0
354,66,57,47,57,50,45,93,75,56,30.2,10,9,6,8,1,11,0.02
355,67,62,57,59,57,55,97,85,73,30.18,10,7,2,9,5,16,0.04
356,71,65,59,58,57,56,90,78,66,30.23,10,10,9,12,5,17,0.0
357,74,65,55,59,57,54,100,79,57,30.15,10,9,5,14,5,21,0
358,74,68,61,64,62,59,100,82,64,29.94,10,9,5,14,6,26,0.07
359,74,63,52,64,51,32,93,58,23,29.99,10,10,7,12,5,19,0
360,63,55,46,36,34,32,60,47,34,30.28,10,10,10,14,5,20,0
361,53,51,48,51,44,35,96,75,54,30.14,10,8,2,15,4,22,0.1
362,60,55,49,56,51,48,100,92,84,30.1,10,4,1,12,3,17,0.0
363,57,53,48,50,48,44,100,89,77,30.12,10,7,1,13,7,19,0.59
364,54,52,49,47,45,44,86,82,72,30.21,10,9,5,8,3,13,0
365,56,53,50,52,49,46,93,83,72,30.02,10,9,5,10,5,20,0
366,77,67,56,56,52,43,93,63,33,29.7,10,10,8,12,5,18,0
367,59,51,43,44,40,34,77,66,55,29.81,10,10,10,18,8,31,0.0
368,57,46,35,35,32,30,85,62,38,30.11,10,10,10,16,6,25,0
369,65,49,33,47,33,28,96,61,26,30.05,10,10,10,16,6,30,0
370,74,64,53,63,57,48,100,83,66,29.93,10,9,3,12,5,21,0.01
371,66,54,41,63,49,32,93,79,65,30.09,10,8,5,16,8,24,0.03
372,47,40,32,34,30,26,92,71,49,30.25,10,10,7,14,4,21,0.13
373,67,49,30,42,36,29,92,68,43,30.14,10,10,10,10,2,15,0
374,46,43,39,43,40,32,100,87,73,30.36,10,6,0,13,6,21,0
375,42,39,36,31,29,27,76,70,64,30.48,10,10,9,14,8,21,0.0
376,40,37,34,39,35,29,100,82,64,30.25,10,3,1,9,5,13,0.63
377,43,41,38,41,39,37,100,95,89,30.08,10,4,2,12,5,18,0.2
378,62,51,39,43,40,38,100,74,48,29.99,10,8,2,14,3,24,0.76
379,51,43,35,41,30,22,100,69,38,30.48,10,10,10,16,7,26,0
380,52,41,29,28,23,20,75,54,32,30.6,10,10,10,8,4,12,0
381,71,54,36,37,32,28,76,50,23,30.38,10,10,10,9,2,13,0
382,51,41,30,38,27,8,76,54,32,30.58,10,10,10,21,9,32,0
383,36,30,23,23,12,5,56,48,39,30.54,10,10,10,15,5,23,0.0
384,38,36,34,32,26,21,70,62,54,30.48,10,10,4,13,6,21,0.02
385,36,34,32,34,31,19,100,76,52,30.42,10,4,2,8,3,13,0.3
386,49,42,34,45,39,33,100,90,80,30.21,10,7,2,8,3,13,0.17
387,46,43,40,45,41,36,100,88,76,30.28,10,5,0,14,5,20,0
388,42,39,35,37,33,31,92,83,73,30.43,10,7,4,12,7,21,0
389,40,39,38,38,36,34,92,86,79,30.33,8,4,2,9,5,15,0
390,59,49,38,38,36,34,92,68,43,30.33,10,9,6,12,4,19,0
391,64,51,38,41,38,35,92,64,36,30.29,10,10,10,8,3,12,0
392,69,54,39,46,40,33,92,63,34,30.13,10,10,6,12,3,20,0
393,72,59,46,34,30,26,53,37,20,30.28,10,10,10,10,3,15,0
394,75,56,37,47,41,29,85,59,33,30.04,10,10,10,10,3,19,0
395,80,61,41,51,44,39,89,59,28,29.94,10,10,7,12,3,19,0
396,56,53,50,53,50,42,96,84,71,30.07,10,5,1,10,6,17,0.16
397,52,47,41,51,46,38,100,91,82,30.07,10,4,1,20,10,32,2.07
398,51,45,38,42,38,35,93,77,61,30.26,10,8,3,15,6,23,0.4
399,63,50,36,41,36,31,92,62,32,30.2,10,10,10,13,4,21,0
400,73,57,40,40,34,29,85,53,20,30.11,10,10,10,13,6,20,0
401,74,60,46,43,37,32,61,43,25,30.21,10,10,10,10,5,17,0
402,83,67,51,45,40,36,71,47,23,30.15,10,10,10,14,6,24,0
403,81,62,42,49,42,37,96,60,23,30.12,10,10,10,14,4,22,0
404,79,66,52,55,49,34,100,68,35,30.22,10,10,6,16,4,25,0.0
405,58,53,48,39,36,33,63,52,40,30.37,10,10,10,14,6,23,0.0
406,62,56,49,61,51,37,100,80,59,30.04,10,5,1,15,4,21,0.31
407,73,59,44,61,54,30,100,77,53,29.98,10,8,4,17,7,28,0.02
408,49,41,33,30,24,19,62,48,34,30.35,10,10,10,15,6,22,0
409,43,42,40,42,37,28,96,76,55,30.27,10,6,2,8,2,11,0.26
410,55,49,42,50,45,41,100,92,83,30.13,10,5,1,8,2,13,0.06
411,52,45,38,48,35,31,92,77,62,30.38,10,10,5,16,7,26,0.0
412,60,49,37,42,38,33,86,69,51,30.37,10,10,7,10,3,16,0
413,69,55,40,53,46,39,93,71,49,30.08,10,8,4,13,5,21,0
414,78,68,58,57,56,50,93,72,50,29.9,10,10,8,14,6,26,0
415,83,68,52,50,44,38,77,49,20,30.07,10,10,10,9,3,13,0
416,81,64,46,49,44,40,86,57,28,29.99,10,10,10,10,4,18,0
417,78,65,51,53,49,40,100,64,27,30.03,10,7,1,16,5,26,0
418,62,53,44,40,34,31,65,51,36,30.35,10,10,10,16,7,27,0
419,70,55,39,44,38,32,79,58,37,30.31,10,10,10,10,2,15,0
420,78,63,48,53,47,43,86,60,33,30.22,10,10,10,9,3,14,0
421,68,63,57,62,58,52,87,80,73,30.02,10,10,7,10,5,19,0.0
422,66,51,36,61,39,28,93,79,64,30.03,10,8,2,17,9,28,0.01
423,55,45,34,33,27,23,82,59,35,30.25,10,10,10,13,7,22,0
424,66,49,32,34,29,25,89,56,22,30.31,10,10,10,13,4,18,0
425,70,54,38,49,40,31,85,61,37,30.25,10,10,10,14,5,28,0
426,75,65,54,60,56,49,86,72,57,29.92,10,10,9,16,9,31,0
427,78,67,55,61,56,45,87,69,50,29.88,10,10,9,14,6,25,0
428,56,47,37,52,44,33,93,80,66,30.14,10,8,2,20,7,30,0.02
429,37,34,30,32,29,26,92,87,82,30.45,10,7,2,17,9,24,0.01
430,37,34,30,34,29,26,92,84,76,30.24,10,8,2,9,4,15,0
431,63,49,35,36,34,28,100,64,27,29.94,10,8,3,13,3,21,0.01
432,52,43,33,37,31,21,96,74,52,30.19,10,10,5,15,7,24,0
433,36,34,31,30,25,19,92,72,52,30.38,10,8,2,13,7,21,0.01
434,36,34,31,34,31,26,100,93,85,30.31,10,5,2,10,5,17,0.1
435,43,39,35,41,38,34,100,95,89,30.29,8,4,2,10,6,16,0.09
436,45,42,38,42,40,37,100,95,89,30.28,10,5,1,10,4,15,0.02
437,63,52,41,59,49,41,100,95,90,29.98,5,2,0,8,1,13,0.01
438,70,52,34,67,56,32,100,95,89,29.9,10,4,0,21,6,36,0.15
439,47,39,31,32,25,18,89,61,33,30.45,10,9,2,20,10,33,0.13
440,57,42,26,29,23,19,81,54,27,30.56,10,10,10,8,2,13,0
441,60,49,38,37,30,24,82,56,29,30.4,10,10,10,10,2,13,0.0
442,54,51,47,51,48,37,100,69,38,30.17,10,3,1,12,3,16,0.45
443,55,52,49,52,49,48,100,97,93,29.96,10,5,1,8,4,13,2.17
444,63,57,50,52,50,49,96,78,60,30.04,10,10,10,9,4,14,0
445,59,57,54,51,50,49,86,79,72,30.2,10,10,10,13,6,20,0
446,73,63,52,55,52,49,96,73,49,30.1,10,10,9,13,5,18,0.02
447,78,66,53,54,52,46,100,68,36,30,10,8,1,12,3,18,0
448,78,66,53,53,49,44,89,61,33,30.1,10,10,10,15,6,23,0
449,69,60,51,54,51,48,89,72,55,30.26,10,10,10,12,3,16,0
450,77,65,52,62,56,51,100,73,46,30.21,10,9,4,10,3,17,0
451,77,70,63,66,63,61,100,82,64,30.11,10,8,4,9,3,16,0.01
452,81,71,60,65,61,58,93,74,54,29.99,10,10,8,13,4,20,0.13
453,83,73,63,66,64,61,100,79,58,29.95,10,8,2,12,5,17,0
454,71,64,57,67,61,55,93,89,84,30.09,10,6,0,15,4,22,1.17
455,61,58,55,58,56,54,100,95,90,30.08,10,7,2,10,4,17,0.43
456,78,68,57,59,57,55,100,75,50,30.03,10,10,7,9,4,15,0
457,80,66,52,59,56,51,100,73,45,30.06,10,10,6,9,3,14,0
458,83,71,59,62,60,57,97,72,47,29.97,10,10,9,14,7,22,0
459,84,73,62,63,61,59,93,72,51,29.91,10,10,10,16,8,27,0
460,70,62,54,65,48,33,93,62,31,30.03,10,9,2,20,10,29,0.05
461,82,64,46,44,36,29,71,44,16,30.15,10,10,10,13,4,19,0
462,84,66,48,49,44,40,86,54,22,30.08,10,10,10,13,5,24,0
463,84,71,57,60,56,50,93,67,40,30.06,10,10,10,17,8,28,0
464,80,72,64,64,62,60,93,76,58,30.11,10,10,9,12,5,18,0
465,82,74,66,66,62,59,93,74,54,30,10,10,7,13,7,20,0
466,83,76,68,67,65,61,90,71,51,29.92,10,9,4,14,7,25,0.0
467,84,76,68,68,66,63,90,76,62,29.9,10,8,6,15,8,26,0
468,86,76,66,68,62,48,90,67,43,29.98,10,8,4,17,7,27,0
469,69,63,56,48,44,37,61,53,44,30.24,10,10,10,17,8,32,0
470,69,64,59,64,59,48,100,78,56,30,10,5,1,10,4,16,0.02
471,85,75,65,67,65,64,100,76,51,29.94,10,8,2,14,7,24,0
472,87,78,68,67,65,62,90,71,51,29.96,10,10,8,16,8,26,0
473,79,74,69,69,67,65,90,81,71,29.92,10,9,6,16,8,29,0.0
474,87,79,70,71,67,65,90,73,55,29.86,10,9,7,15,7,27,0
475,74,65,56,68,53,47,93,70,47,30.08,10,10,10,14,5,26,0.09
476,70,65,59,66,62,53,100,86,72,30.04,10,5,1,7,3,12,0.0
477,82,75,67,69,67,65,100,81,62,29.91,10,5,0,13,5,19,0.01
478,87,76,64,70,65,54,100,67,34,29.86,10,8,2,13,4,19,0.09
479,77,67,57,61,55,49,87,67,46,30.04,10,10,10,12,6,20,0
480,83,69,54,65,56,50,93,69,45,29.97,10,10,10,14,4,20,0
481,81,74,67,70,66,64,93,78,62,29.91,10,9,4,17,4,27,0.01
482,75,71,66,70,65,61,93,81,69,29.92,10,8,2,12,4,18,0.41
483,77,66,54,66,63,53,100,82,64,29.87,10,8,0,28,4,43,0.57
484,89,73,57,69,58,39,100,60,20,29.8,10,7,0,15,6,25,0
485,73,64,54,48,43,36,64,48,32,29.98,10,10,10,15,6,25,0
486,81,66,51,63,53,47,89,66,43,29.95,10,10,10,13,5,22,0
487,81,74,67,68,65,63,93,79,64,29.89,10,10,7,16,7,23,0.0
488,85,77,68,72,69,66,100,85,69,29.87,10,8,1,10,4,16,0
489,85,77,69,74,72,69,100,85,69,29.82,10,6,1,14,5,23,0.43
490,93,82,70,73,64,46,100,61,21,29.74,10,7,2,12,5,20,0.04
491,86,78,69,72,69,63,93,77,61,29.65,10,8,1,18,8,32,0.08
492,85,74,63,70,62,52,100,66,32,29.68,10,9,1,17,4,37,0.56
493,65,59,53,59,52,47,84,74,64,29.98,10,10,10,17,8,26,0
494,77,63,49,48,45,41,93,61,29,30.05,10,10,10,12,5,19,0
495,83,67,50,51,49,47,89,60,31,29.99,10,10,8,10,3,14,0
496,84,70,55,56,52,50,86,60,33,30.02,10,10,10,10,2,15,0
497,83,71,58,55,53,51,80,58,36,30.02,10,10,10,13,4,20,0
498,84,71,58,62,58,55,93,67,40,29.98,10,10,10,15,6,23,0
499,84,75,66,66,63,59,93,71,49,30.02,10,10,4,16,8,26,0
500,83,75,66,70,67,62,100,77,54,29.95,10,6,0,20,7,28,3.84
501,87,79,71,71,69,68,93,74,55,29.91,10,8,3,14,8,23,0.01
502,83,78,73,73,71,69,87,81,74,29.87,10,9,2,17,9,26,0.02
503,79,76,73,75,73,70,93,88,82,29.87,10,5,1,13,6,19,0.29
504,85,79,72,73,71,69,93,79,65,29.82,10,7,2,17,9,31,0.02
505,87,82,76,72,71,69,87,71,55,29.8,10,9,7,17,10,29,0
506,79,74,68,73,67,61,94,78,62,29.99,10,7,1,12,5,20,0.4
507,69,67,65,67,65,63,100,91,81,30.14,10,8,1,10,5,17,0.23
508,70,67,64,70,66,64,100,97,93,30.08,10,5,0,14,4,26,1.12
509,87,78,68,74,71,66,100,83,65,30.03,10,6,1,15,5,24,0.08
510,77,72,67,71,68,65,100,87,74,29.95,10,8,1,13,4,20,0.36
511,87,77,67,73,70,65,97,79,61,29.85,10,9,6,18,9,30,0
512,84,75,66,72,68,65,100,83,65,29.94,10,6,1,22,5,35,2.6
513,88,81,73,75,72,70,93,77,61,30.03,10,9,3,12,5,20,0
514,89,82,74,75,72,69,87,73,59,29.99,10,8,5,17,8,28,0.0
515,89,81,72,76,72,70,94,75,56,29.94,10,8,1,13,5,21,0.33
516,76,69,62,74,63,59,94,84,73,30.08,10,10,7,15,6,24,0.02
517,77,70,62,71,67,61,100,91,82,30.08,10,6,1,10,4,17,0.03
518,87,77,66,74,71,66,100,83,65,30.02,10,6,0,18,7,32,1.41
519,82,73,64,70,68,63,93,81,69,29.89,10,10,5,8,6,17,0.76
520,82,74,66,74,69,66,100,87,74,29.84,10,7,0,16,5,29,5.2
521,89,78,66,75,69,64,100,80,59,29.95,10,6,2,13,6,20,0
522,85,76,67,75,70,64,94,82,69,30.03,10,9,6,12,5,18,0.0
523,87,78,69,79,73,70,94,80,65,30.01,10,8,2,15,6,25,0.2
524,89,77,64,73,66,63,100,76,51,29.95,10,8,1,21,5,33,0.67
525,88,79,70,70,68,64,93,74,55,30,10,10,8,12,2,16,0.0
526,86,77,67,67,64,61,90,67,44,30.06,10,10,10,9,2,16,0
527,88,76,64,66,65,63,93,70,46,30.03,10,10,9,8,2,12,0
528,90,79,67,70,66,64,93,70,46,29.96,10,10,10,9,2,16,0
529,89,78,67,70,66,64,90,69,47,29.91,10,10,10,13,5,20,0
530,88,78,68,70,66,63,90,68,45,29.95,10,10,10,12,4,16,0
531,90,80,69,72,68,66,97,72,47,30,10,10,10,12,4,17,0.0
532,90,80,70,70,67,64,97,72,46,29.97,10,10,10,9,3,14,0
533,91,81,70,70,67,64,97,71,44,29.94,10,10,10,12,4,17,0
534,93,82,71,71,68,64,93,67,41,29.95,10,10,10,9,3,13,0
535,95,84,72,70,67,61,87,60,33,29.89,10,10,10,8,3,13,0
536,93,83,72,70,68,66,79,62,44,29.83,10,10,10,10,4,16,0
537,94,84,73,72,70,69,93,71,49,29.8,10,10,10,15,7,25,0
538,93,84,75,75,73,71,88,70,52,29.82,10,10,10,13,6,20,0.01
539,95,85,75,74,72,69,94,70,46,29.84,10,10,10,18,7,29,0.0
540,86,79,72,76,73,71,100,87,74,29.89,10,8,0,13,6,22,1.34
541,89,82,74,76,73,69,100,78,55,29.93,10,9,2,16,4,24,0.19
542,83,78,73,75,73,70,94,84,74,29.9,10,8,0,15,7,25,1.34
543,89,81,72,77,74,71,100,83,65,29.85,10,7,0,23,5,15,2.66
544,90,82,73,75,73,70,100,82,64,29.95,10,10,7,12,4,21,0
545,84,78,71,76,73,70,94,87,79,30.02,10,8,0,13,1,22,1.09
546,83,78,72,77,73,70,100,90,79,30.02,10,8,0,17,3,26,0.49
547,86,79,72,78,75,70,100,85,70,30.03,10,7,0,17,4,29,0.93
548,89,81,72,77,74,71,100,84,68,30.06,10,9,6,10,5,17,0
549,92,84,75,76,73,71,94,73,52,30.1,10,10,10,13,5,20,0
550,92,83,74,74,73,70,100,78,56,30.12,10,10,10,12,3,16,0
551,93,83,73,74,72,70,100,76,52,30.06,10,10,10,12,4,17,0
552,93,85,76,74,73,70,94,73,52,29.98,10,10,10,10,6,18,0
553,91,83,74,75,73,70,94,75,56,29.99,10,10,6,14,1,22,0.01
554,91,82,73,75,73,70,94,73,52,30,10,9,2,13,2,17,0.08
555,93,84,74,74,72,70,100,75,49,29.97,10,9,5,10,5,18,0
556,94,84,73,76,73,71,100,76,52,30.01,10,7,0,14,4,26,0.75
557,91,81,71,75,71,69,93,78,63,30.01,10,10,10,17,4,31,0.0
558,91,81,70,73,71,69,100,78,56,29.98,10,10,6,16,6,29,0.0
559,91,84,76,74,72,69,88,69,49,29.96,10,9,7,12,6,19,0.0
560,92,84,76,74,73,72,94,73,52,29.98,10,10,9,14,7,22,0
561,91,84,76,75,73,71,94,75,56,30,10,10,8,14,7,26,0
562,91,84,77,74,72,69,88,72,55,29.99,10,9,7,16,8,28,0
563,91,85,78,75,73,70,85,71,56,29.95,10,10,8,16,8,28,0.0
564,91,85,78,74,72,69,85,69,52,29.98,10,9,6,18,8,29,0
565,93,85,76,74,71,66,88,65,41,30.03,10,9,6,16,8,24,0
566,94,84,74,74,70,64,94,68,41,30.06,10,9,6,13,6,21,0
567,93,83,73,73,70,66,94,69,44,30.1,10,10,8,14,5,19,0
568,94,84,74,73,71,68,87,67,46,30.05,10,10,10,12,5,19,0
569,96,86,75,73,71,68,94,69,43,29.93,10,10,9,13,5,19,0
570,97,86,74,72,69,62,87,61,34,29.87,10,10,10,10,6,18,0
571,95,85,75,72,70,66,87,64,41,29.91,10,10,10,13,6,19,0
572,95,85,74,72,70,67,93,69,44,29.95,10,10,4,12,6,19,0
573,96,86,76,74,72,69,88,66,43,29.94,10,10,10,13,7,21,0
574,98,88,77,74,72,69,88,65,42,29.96,10,10,10,14,7,23,0
575,97,87,76,74,72,68,88,65,42,29.97,10,10,10,13,6,22,0
576,97,86,74,73,71,67,94,66,38,29.93,10,10,8,12,5,19,0
577,97,86,75,73,71,66,94,66,38,29.88,10,10,8,13,6,19,0
578,97,87,77,74,72,68,85,64,42,29.89,10,10,10,13,7,23,0
579,99,88,77,73,70,65,88,62,35,29.95,10,10,10,14,7,24,0
580,99,88,77,74,71,68,85,62,38,29.98,10,10,10,13,6,20,0
581,98,87,75,73,70,66,94,66,38,29.95,10,10,10,12,5,19,0
582,98,87,76,75,72,68,94,67,40,29.89,10,9,6,12,6,17,0
583,100,89,77,75,72,66,88,62,35,29.9,10,9,5,13,6,20,0
584,100,89,77,75,71,65,91,63,35,29.93,10,9,6,14,8,25,0
585,101,89,76,74,71,65,88,61,33,29.99,10,10,10,12,6,18,0
586,101,88,75,71,66,60,82,55,27,30.01,10,10,10,10,2,16,0
587,102,90,78,70,68,62,69,52,35,29.97,10,10,10,13,4,21,0
588,99,86,73,64,61,56,68,47,25,29.94,10,10,10,10,3,17,0
589,100,88,75,66,61,58,69,48,26,29.88,10,10,10,10,3,16,0
590,99,87,75,69,64,60,79,54,29,29.86,10,10,10,13,4,17,0
591,100,89,77,74,70,66,88,62,35,29.9,10,10,10,12,6,22,0
592,101,90,78,75,71,64,85,59,33,29.93,10,10,10,13,7,21,0
593,102,90,77,73,71,65,85,59,33,29.89,10,10,10,13,7,22,0
594,101,89,76,73,70,66,88,61,33,29.87,10,10,10,13,6,22,0
595,103,90,76,73,73,72,100,66,31,29.86,10,10,10,20,10,24,0
596,103,89,74,0.0,0.0,0.0,100,65,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
597,105,90,74,0.0,0.0,0.0,100,62,24,0.0,0.0,0.0,0.0,14,6,20,0
598,105,90,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
599,105,92,79,69,68,66,55,43,31,29.95,10,10,10,13,3,20,0
600,104,91,78,70,67,63,74,51,27,29.94,10,10,10,10,3,19,0
601,101,90,78,74,69,65,85,58,31,29.95,10,10,10,10,4,17,0
602,98,89,79,73,66,56,74,54,33,29.96,10,10,10,10,3,16,0
603,98,87,75,70,67,61,82,58,33,29.93,10,10,8,13,4,19,0
604,98,86,74,71,68,64,87,61,35,29.91,10,10,9,12,4,17,0
605,99,88,76,73,70,65,88,62,35,29.84,10,10,10,14,7,23,0
606,99,89,78,74,72,67,85,62,39,29.8,10,10,10,13,6,20,0
607,84,79,73,74,71,66,94,78,62,29.94,10,8,1,13,4,22,0.35
608,92,82,72,74,71,67,93,73,52,29.96,10,9,4,14,5,23,0.0
609,99,87,75,75,73,65,94,65,35,29.92,10,10,10,13,6,22,0
610,101,89,76,76,72,65,94,64,33,29.97,10,10,10,12,5,18,0
611,101,89,76,73,68,62,87,58,29,30,10,10,10,9,2,15,0
612,101,89,77,71,68,65,79,56,33,30.01,10,10,10,12,3,23,0
613,98,86,73,71,68,64,87,62,36,30.05,10,10,10,8,3,13,0
614,98,86,74,72,64,56,87,56,25,30.01,10,10,10,12,4,18,0
615,98,85,72,65,60,57,73,50,27,29.95,10,10,10,12,4,18,0
616,95,83,71,65,63,60,79,55,31,29.98,10,10,10,9,3,15,0
617,96,86,75,67,65,62,74,55,36,29.97,10,10,10,10,3,17,0
618,97,86,74,72,67,61,87,59,30,29.97,10,10,10,16,5,24,0
619,94,84,74,72,69,63,87,64,41,30,10,10,10,14,5,21,0
620,95,83,71,70,67,64,90,65,39,30.01,10,10,10,12,4,19,0
621,94,84,73,71,69,65,87,64,41,29.92,10,10,10,13,3,19,0
622,100,88,75,74,72,66,88,62,35,29.91,10,10,10,14,6,23,0
623,101,90,79,77,73,66,91,62,33,29.95,10,10,10,16,7,24,0.01
624,100,88,76,75,71,65,94,63,31,29.95,10,10,8,12,6,19,0
625,100,88,76,74,70,64,88,61,33,29.91,10,10,10,13,6,20,0
626,99,88,76,74,71,65,88,61,33,29.89,10,10,10,10,5,16,0
627,93,84,74,75,73,68,100,74,47,29.91,10,8,1,10,3,17,1.05
628,96,84,72,76,73,68,100,71,42,29.91,10,7,0,16,2,25,0.79
629,93,84,75,75,73,68,94,72,49,29.92,10,8,4,12,3,20,0.0
630,91,80,69,72,57,46,87,55,23,30.02,10,10,10,13,5,20,0
631,91,77,63,58,51,47,73,49,24,30.02,10,10,10,13,4,20,0
632,90,77,64,68,57,51,79,53,27,30.01,10,10,10,12,5,17,0
633,95,84,73,72,70,68,87,67,46,30.02,10,10,7,16,5,26,0.0
634,93,84,75,74,72,69,94,72,49,30.05,10,9,2,13,6,19,0.04
635,96,86,75,73,71,65,94,67,39,29.99,10,10,10,13,6,18,0
636,96,86,75,73,70,61,94,64,33,29.88,10,10,10,12,6,18,0
637,96,85,74,73,68,53,94,60,26,29.92,10,10,10,9,3,14,0
638,95,82,69,70,63,57,90,60,30,29.96,0.0,0.0,0.0,9,3,15,0
639,95,84,73,71,64,53,87,57,26,29.95,0.0,0.0,0.0,12,4,16,0
640,97,84,70,67,64,61,79,56,33,29.98,10,10,10,10,4,17,0
641,94,81,68,69,62,53,90,58,26,29.99,10,10,9,10,2,15,0
642,95,82,69,64,58,52,73,49,24,29.99,10,10,10,10,2,16,0
643,96,84,72,67,64,60,79,58,36,30,10,10,10,12,2,19,0.0
644,95,82,68,65,59,51,84,54,24,29.93,10,10,10,12,3,21,0
645,95,81,67,67,59,52,76,50,24,29.87,10,10,10,13,2,22,0
646,89,79,69,66,63,60,90,64,38,29.83,10,10,7,12,3,17,0
647,94,81,67,66,64,62,87,63,38,29.86,10,10,10,10,2,17,0
648,95,83,70,65,62,58,84,56,28,29.94,10,10,10,10,2,16,0
649,94,82,69,63,60,57,73,52,30,30,10,9,1,12,4,17,0
650,89,78,67,58,50,40,68,45,22,29.97,10,10,10,12,5,18,0
651,87,72,56,45,43,40,57,40,22,29.88,10,10,10,8,3,14,0
652,87,73,59,50,47,44,67,45,23,29.95,10,10,10,8,2,14,0
653,85,76,67,56,52,48,57,45,32,30.03,10,10,10,9,2,13,0
654,90,77,63,56,53,49,63,44,24,30.07,10,10,10,8,3,12,0
655,91,77,62,63,58,53,72,54,36,30.02,10,10,10,12,3,15,0
656,91,80,68,69,64,59,90,64,38,30,10,10,10,10,3,20,0
657,88,80,72,66,64,62,79,62,45,30.07,10,10,9,8,2,11,0
658,90,79,67,62,59,58,78,56,34,30.11,10,10,10,10,3,16,0
659,95,80,64,64,61,59,78,55,31,29.92,10,10,10,13,4,21,0
660,99,86,72,73,67,64,90,62,33,29.78,10,9,5,13,6,23,0
661,94,79,64,73,45,28,79,45,10,29.96,10,10,10,12,5,20,0
662,96,78,60,49,41,35,60,36,12,30.03,10,10,5,9,3,15,0
663,95,79,63,67,56,46,87,55,23,30.06,10,10,7,12,4,21,0
664,90,76,62,66,56,48,93,60,26,30.15,10,10,10,12,2,16,0
665,88,75,62,54,48,42,67,46,25,30.22,10,10,10,9,4,16,0
666,84,71,57,42,35,29,51,33,14,30.27,10,10,10,9,4,14,0
667,86,70,54,53,45,38,67,46,25,30.19,10,10,10,12,4,18,0
668,87,73,58,68,58,52,86,61,35,30.08,10,10,10,13,4,20,0
669,86,79,72,70,68,65,90,71,51,30.06,10,10,9,16,8,24,0.0
670,82,76,70,74,70,67,100,85,69,29.97,10,7,2,16,7,25,0.16
671,80,76,71,76,73,69,100,91,82,29.89,10,7,1,21,6,32,0.43
672,76,68,60,74,66,60,100,94,87,29.9,10,4,1,17,9,26,4.79
673,64,61,57,58,57,55,100,89,78,30.02,10,8,3,17,9,31,0.65
674,79,69,58,57,54,50,78,62,45,29.97,10,10,10,15,6,23,0
675,84,71,58,56,53,47,93,61,28,29.85,10,10,10,8,3,14,0
676,82,70,58,54,50,45,78,53,28,29.85,10,10,10,18,4,31,0
677,81,66,51,64,54,49,96,66,35,29.89,10,10,10,12,4,18,0
678,75,71,67,73,70,65,100,90,79,29.73,10,4,0,29,8,42,4.93
679,77,71,65,73,65,59,100,82,64,29.75,10,8,1,16,4,27,0.89
680,75,67,59,59,57,53,97,75,53,29.96,10,10,5,8,3,12,0.07
681,79,68,57,60,58,55,100,75,50,29.98,10,5,0,10,3,14,0
682,80,69,57,62,59,55,100,74,47,30.01,10,7,0,10,3,14,0
683,78,70,61,68,64,59,100,82,64,30.02,10,9,5,13,5,20,0.0
684,85,79,72,74,72,69,100,83,65,29.97,10,9,2,12,6,19,0.05
685,76,68,59,71,54,43,87,62,37,30.06,10,10,10,14,3,20,0.02
686,63,60,56,57,54,43,100,79,57,30.17,10,8,0,17,8,28,0.53
687,71,62,53,47,43,41,72,56,39,30.23,10,10,10,13,5,20,0
688,73,63,52,55,50,44,83,66,49,30.12,10,10,10,6,1,9,0
689,74,67,60,67,63,55,90,82,73,30.02,10,10,10,12,4,20,0
690,85,77,69,71,64,27,93,62,31,29.87,10,10,10,13,7,25,0
691,71,64,56,41,36,27,51,36,20,30.19,10,10,10,16,6,27,0
692,65,61,56,43,39,37,57,47,37,30.28,10,10,10,7,4,14,0
693,65,60,54,52,46,40,83,66,48,30.3,10,10,6,8,3,11,0.01
694,70,62,54,62,53,46,87,73,58,30.18,10,10,10,9,4,17,0
695,75,70,65,71,67,63,100,92,84,29.85,10,8,2,16,7,28,0.01
696,75,61,47,70,55,42,93,69,44,29.66,10,8,1,18,4,30,1.03
697,72,58,43,45,42,39,93,64,35,29.86,10,10,10,9,2,15,0
698,79,63,46,51,46,41,86,59,32,30.08,10,10,10,8,1,11,0
699,77,65,52,61,55,49,93,67,40,30.03,10,10,10,12,4,17,0
700,66,54,41,63,47,25,93,63,32,30.12,10,10,7,22,7,35,0.0
701,59,47,34,33,29,26,82,56,30,30.32,10,10,10,8,2,13,0
702,63,48,32,41,33,29,92,61,30,30.29,10,10,10,9,2,14,0
703,64,56,47,58,50,42,80,74,67,30.14,10,10,10,9,3,16,0
704,74,68,62,64,61,58,93,77,61,30.07,10,10,5,14,5,22,0.0
705,74,71,68,71,69,63,100,91,81,30.1,10,8,2,14,7,20,0.26
706,74,58,41,71,58,39,100,94,87,30.14,10,6,0,15,7,22,1.46
707,44,42,39,42,39,38,100,91,82,30.23,10,9,4,13,7,19,0.25
708,47,45,42,44,42,40,96,91,86,30.18,10,8,2,9,4,15,0.04
